Location,Subcategory_ID,Hierarchy_Level,Global_Brand_Owner,Year,Volume_Kl
2,1,3,SABMiller Plc,2018,10.79999943
2,1,3,SABMiller Plc,2019,12.19944338
2,1,3,Mountain Goat Beer Pty Ltd,2016,1.049999937
2,1,3,Mountain Goat Beer Pty Ltd,2017,1.839999969
2,1,3,Mountain Goat Beer Pty Ltd,2018,2.020000039
2,1,3,Private Label,2016,0.643849278
2,1,3,Private Label,2017,1.309999972
2,1,3,Private Label,2018,1.603577198
2,1,3,Private Label,2019,1.76723676
2,1,3,Private Label,2020,1.870118911
2,1,3,Private Label,2021,2.054982248
2,2,3,Kirin Holdings Co Ltd,2016,1.982759976
2,2,3,Kirin Holdings Co Ltd,2017,2.271997639
2,2,3,Kirin Holdings Co Ltd,2018,2.409774337
2,2,3,Kirin Holdings Co Ltd,2019,2.711966003
2,2,3,Kirin Holdings Co Ltd,2020,2.831409992
2,2,3,Kirin Holdings Co Ltd,2021,2.912652177
2,2,3,Dragonyte Brewery,2018,1.429999974
2,2,3,Dragonyte Brewery,2019,1.515176928
2,2,3,Dragonyte Brewery,2020,1.666698071
2,2,3,Dragonyte Brewery,2021,1.782574147
2,2,3,Erdinger Privatbrauerei WeissbrÃ¤u Werner Brombach GmbH,2016,0.619920004
2,2,3,Erdinger Privatbrauerei WeissbrÃ¤u Werner Brombach GmbH,2017,0.585990325
2,2,3,Erdinger Privatbrauerei WeissbrÃ¤u Werner Brombach GmbH,2018,0.582227334
2,2,3,Erdinger Privatbrauerei WeissbrÃ¤u Werner Brombach GmbH,2019,0.622659727
2,2,3,Erdinger Privatbrauerei WeissbrÃ¤u Werner Brombach GmbH,2020,0.622449974
2,2,3,Erdinger Privatbrauerei WeissbrÃ¤u Werner Brombach GmbH,2021,0.623135102
2,2,3,Boatrocker Brewing Co,2019,0.317795541
2,2,3,Boatrocker Brewing Co,2020,0.446963229
2,2,3,Boatrocker Brewing Co,2021,0.50655257
2,2,3,SABMiller Plc,2016,3.100000149
2,2,3,SABMiller Plc,2017,3.449999739
2,2,3,SABMiller Plc,2018,3.78000012
2,2,3,SABMiller Plc,2019,3.611723718
2,8,2,Kirin Holdings Co Ltd,2016,699.459362
2,8,2,Kirin Holdings Co Ltd,2017,644.0396431
2,8,2,Kirin Holdings Co Ltd,2018,624.8114299
2,8,2,Kirin Holdings Co Ltd,2019,593.1061944
2,8,2,Kirin Holdings Co Ltd,2020,581.2794048
2,8,2,Kirin Holdings Co Ltd,2021,583.7975949
2,8,2,Oettinger Brauerei GmbH,2016,38.69999879
2,8,2,Oettinger Brauerei GmbH,2017,58.90000347
2,8,2,Oettinger Brauerei GmbH,2018,62.2383755
2,8,2,Oettinger Brauerei GmbH,2019,63.94652344
2,8,2,Oettinger Brauerei GmbH,2020,65.43000121
2,8,2,Oettinger Brauerei GmbH,2021,66.99999967
2,8,2,Asahi Group Holdings Ltd,2016,17.5794606
2,8,2,Asahi Group Holdings Ltd,2017,18.22723385
2,8,2,Asahi Group Holdings Ltd,2018,18.24876036
2,8,2,Asahi Group Holdings Ltd,2019,17.67788317
2,8,2,Asahi Group Holdings Ltd,2020,43.48070804
2,8,2,Asahi Group Holdings Ltd,2021,47.47002783
2,8,2,Oetker-Gruppe,2016,20.49499975
2,8,2,Oetker-Gruppe,2017,23.60000084
2,8,2,Oetker-Gruppe,2018,26.38235597
2,8,2,Oetker-Gruppe,2019,28.37888567
2,8,2,Oetker-Gruppe,2020,29.46987119
2,8,2,Oetker-Gruppe,2021,30.32999904
2,8,2,Dragonyte Brewery,2018,1.02999999
2,8,2,Dragonyte Brewery,2019,1.199628044
2,8,2,Dragonyte Brewery,2020,24.17670713
2,8,2,Dragonyte Brewery,2021,26.09237393
2,8,2,Carlsberg A/S,2016,7.722792744
2,8,2,Carlsberg A/S,2017,8.96000003
2,8,2,Carlsberg A/S,2018,9.792336085
2,8,2,Carlsberg A/S,2019,10.36297743
2,8,2,Carlsberg A/S,2020,11.47570708
2,8,2,Carlsberg A/S,2021,12.97426029
2,8,2,Sapporo Holdings Ltd,2016,2.279999958
2,8,2,Sapporo Holdings Ltd,2017,2.499999887
2,8,2,Sapporo Holdings Ltd,2018,2.640000197
2,8,2,Sapporo Holdings Ltd,2019,2.772551479
2,8,2,Sapporo Holdings Ltd,2020,6.549626603
2,8,2,Sapporo Holdings Ltd,2021,7.915499981
2,8,2,Coopers Brewery Ltd,2016,6.18808959
2,8,2,Coopers Brewery Ltd,2017,6.380000073
2,8,2,Coopers Brewery Ltd,2018,6.449999608
2,8,2,Coopers Brewery Ltd,2019,6.508644263
2,8,2,Coopers Brewery Ltd,2020,6.933571209
2,8,2,Coopers Brewery Ltd,2021,7.409866838
2,8,2,Matso's Broome Brewery,2016,3.029999884
2,8,2,Matso's Broome Brewery,2017,4.72999992
2,8,2,Matso's Broome Brewery,2018,4.841510035
2,8,2,Matso's Broome Brewery,2019,5.41339097
2,8,2,Matso's Broome Brewery,2020,6.084780937
2,8,2,Matso's Broome Brewery,2021,6.685386979
2,8,2,Boon Rawd Brewery Co Ltd,2016,3.359999923
2,8,2,Boon Rawd Brewery Co Ltd,2017,3.209999985
2,8,2,Boon Rawd Brewery Co Ltd,2018,3.270000069
2,8,2,Boon Rawd Brewery Co Ltd,2019,3.332300078
2,8,2,Boon Rawd Brewery Co Ltd,2020,3.883418052
2,8,2,Boon Rawd Brewery Co Ltd,2021,4.239769571
2,8,2,Thai Beverage PCL,2016,3.0200001
2,8,2,Thai Beverage PCL,2017,2.760000044
2,8,2,Thai Beverage PCL,2018,2.830000036
2,8,2,Thai Beverage PCL,2019,2.9324242
2,8,2,Thai Beverage PCL,2020,3.184961456
2,8,2,Thai Beverage PCL,2021,3.416217456
2,8,2,SABMiller Plc,2016,720.6257101
2,8,2,SABMiller Plc,2017,709.9112029
2,8,2,SABMiller Plc,2018,690.2165869
2,8,2,SABMiller Plc,2019,678.7937819
2,8,2,"Modelo SA de CV, Grupo",2016,70.1676952
2,8,2,Private Label,2016,9.080000143
2,8,2,Private Label,2017,9.380000048
2,8,2,Private Label,2018,9.331095171
2,8,2,Private Label,2019,9.279892322
2,8,2,Private Label,2020,9.238962966
2,8,2,Private Label,2021,5.065400247
2,3,3,Dragonyte Brewery,2020,15.18889099
2,3,3,Dragonyte Brewery,2021,16.65772505
2,3,3,Matso's Broome Brewery,2016,3.030000034
2,3,3,Matso's Broome Brewery,2017,4.729999889
2,3,3,Matso's Broome Brewery,2018,4.841510058
2,3,3,Matso's Broome Brewery,2019,5.413391162
2,3,3,Matso's Broome Brewery,2020,6.084780976
2,3,3,Matso's Broome Brewery,2021,6.68538732
2,3,3,Kirin Holdings Co Ltd,2018,3.426601539
2,3,3,Kirin Holdings Co Ltd,2019,4.554936272
2,3,3,Kirin Holdings Co Ltd,2020,5.59515957
2,3,3,Kirin Holdings Co Ltd,2021,6.150000219
2,3,3,SABMiller Plc,2016,14.07000038
2,3,3,SABMiller Plc,2017,14.60999967
2,3,3,SABMiller Plc,2018,16.880845
2,3,3,SABMiller Plc,2019,19.73164976
2,4,3,Kirin Holdings Co Ltd,2016,699.4593857
2,4,3,Kirin Holdings Co Ltd,2017,644.0396755
2,4,3,Kirin Holdings Co Ltd,2018,621.3848165
2,4,3,Kirin Holdings Co Ltd,2019,588.5512553
2,4,3,Kirin Holdings Co Ltd,2020,575.6842435
2,4,3,Kirin Holdings Co Ltd,2021,577.6476282
2,4,3,Oettinger Brauerei GmbH,2016,38.7000013
2,4,3,Oettinger Brauerei GmbH,2017,58.90000289
2,4,3,Oettinger Brauerei GmbH,2018,62.2383754
2,4,3,Oettinger Brauerei GmbH,2019,63.94651963
2,4,3,Oettinger Brauerei GmbH,2020,65.42999925
2,4,3,Oettinger Brauerei GmbH,2021,67.0000001
2,4,3,Asahi Group Holdings Ltd,2016,17.57946059
2,4,3,Asahi Group Holdings Ltd,2017,18.22723415
2,4,3,Asahi Group Holdings Ltd,2018,18.2487606
2,4,3,Asahi Group Holdings Ltd,2019,17.6778838
2,4,3,Asahi Group Holdings Ltd,2020,43.48070968
2,4,3,Asahi Group Holdings Ltd,2021,47.47002927
2,4,3,Oetker-Gruppe,2016,20.49500153
2,4,3,Oetker-Gruppe,2017,23.60000135
2,4,3,Oetker-Gruppe,2018,26.3823558
2,4,3,Oetker-Gruppe,2019,28.37888484
2,4,3,Oetker-Gruppe,2020,29.46987048
2,4,3,Oetker-Gruppe,2021,30.33000091
2,4,3,Carlsberg A/S,2016,7.722792802
2,4,3,Carlsberg A/S,2017,8.959999816
2,4,3,Carlsberg A/S,2018,9.792336756
2,4,3,Carlsberg A/S,2019,10.36297734
2,4,3,Carlsberg A/S,2020,11.47570668
2,4,3,Carlsberg A/S,2021,12.97425981
2,4,3,Dragonyte Brewery,2018,1.029999975
2,4,3,Dragonyte Brewery,2019,1.199627993
2,4,3,Dragonyte Brewery,2020,8.987816009
2,4,3,Dragonyte Brewery,2021,9.434650406
2,4,3,Sapporo Holdings Ltd,2016,2.279999911
2,4,3,Sapporo Holdings Ltd,2017,2.499999971
2,4,3,Sapporo Holdings Ltd,2018,2.640000067
2,4,3,Sapporo Holdings Ltd,2019,2.772551553
2,4,3,Sapporo Holdings Ltd,2020,6.549626784
2,4,3,Sapporo Holdings Ltd,2021,7.915500095
2,4,3,Coopers Brewery Ltd,2016,6.188089666
2,4,3,Coopers Brewery Ltd,2017,6.380000072
2,4,3,Coopers Brewery Ltd,2018,6.449999628
2,4,3,Coopers Brewery Ltd,2019,6.508644298
2,4,3,Coopers Brewery Ltd,2020,6.933571522
2,4,3,Coopers Brewery Ltd,2021,7.409866973
2,4,3,Boon Rawd Brewery Co Ltd,2016,3.359999825
2,4,3,Boon Rawd Brewery Co Ltd,2017,3.209999911
2,4,3,Boon Rawd Brewery Co Ltd,2018,3.270000003
2,4,3,Boon Rawd Brewery Co Ltd,2019,3.332299892
2,4,3,Boon Rawd Brewery Co Ltd,2020,3.883418089
2,4,3,Boon Rawd Brewery Co Ltd,2021,4.239769527
2,4,3,Thai Beverage PCL,2016,3.020000003
2,4,3,Thai Beverage PCL,2017,2.759999987
2,4,3,Thai Beverage PCL,2018,2.829999811
2,4,3,Thai Beverage PCL,2019,2.932424163
2,4,3,Thai Beverage PCL,2020,3.184961552
2,4,3,Thai Beverage PCL,2021,3.416217269
2,4,3,SABMiller Plc,2016,706.5557358
2,4,3,SABMiller Plc,2017,695.3011758
2,4,3,SABMiller Plc,2018,673.3357249
2,4,3,SABMiller Plc,2019,659.0621804
2,4,3,"Modelo SA de CV, Grupo",2016,70.16769559
2,4,3,Private Label,2016,9.079999887
2,4,3,Private Label,2017,9.380000475
2,4,3,Private Label,2018,9.331095505
2,4,3,Private Label,2019,9.279891935
2,4,3,Private Label,2020,9.238962805
2,4,3,Private Label,2021,5.065400355
2,10,4,Kirin Holdings Co Ltd,2016,216.3972599
2,10,4,Kirin Holdings Co Ltd,2017,202.9310794
2,10,4,Kirin Holdings Co Ltd,2018,205.2193748
2,10,4,Kirin Holdings Co Ltd,2019,202.071638
2,10,4,Kirin Holdings Co Ltd,2020,202.5435713
2,10,4,Kirin Holdings Co Ltd,2021,222.2824244
2,10,4,Asahi Group Holdings Ltd,2016,8.540106383
2,10,4,Asahi Group Holdings Ltd,2017,8.899209176
2,10,4,Asahi Group Holdings Ltd,2018,9.222139633
2,10,4,Asahi Group Holdings Ltd,2019,9.125102619
2,10,4,Asahi Group Holdings Ltd,2020,35.14378271
2,10,4,Asahi Group Holdings Ltd,2021,39.7259505
2,10,4,Carlsberg A/S,2016,7.722793272
2,10,4,Carlsberg A/S,2017,8.960000071
2,10,4,Carlsberg A/S,2018,9.792336939
2,10,4,Carlsberg A/S,2019,10.36297758
2,10,4,Carlsberg A/S,2020,11.47570637
2,10,4,Carlsberg A/S,2021,12.97425929
2,10,4,Dragonyte Brewery,2018,1.02999997
2,10,4,Dragonyte Brewery,2019,1.19962799
2,10,4,Dragonyte Brewery,2020,8.987816722
2,10,4,Dragonyte Brewery,2021,9.434650655
2,10,4,Sapporo Holdings Ltd,2016,2.279999934
2,10,4,Sapporo Holdings Ltd,2017,2.499999882
2,10,4,Sapporo Holdings Ltd,2018,2.640000053
2,10,4,Sapporo Holdings Ltd,2019,2.772551639
2,10,4,Sapporo Holdings Ltd,2020,6.549626918
2,10,4,Sapporo Holdings Ltd,2021,7.915500412
2,10,4,Coopers Brewery Ltd,2016,6.188089828
2,10,4,Coopers Brewery Ltd,2017,6.380000119
2,10,4,Coopers Brewery Ltd,2018,6.449999569
2,10,4,Coopers Brewery Ltd,2019,6.508644029
2,10,4,Coopers Brewery Ltd,2020,6.933571412
2,10,4,Coopers Brewery Ltd,2021,7.40986664
2,10,4,Boon Rawd Brewery Co Ltd,2016,3.359999879
2,10,4,Boon Rawd Brewery Co Ltd,2017,3.209999956
2,10,4,Boon Rawd Brewery Co Ltd,2018,3.270000017
2,10,4,Boon Rawd Brewery Co Ltd,2019,3.332299899
2,10,4,Boon Rawd Brewery Co Ltd,2020,3.883418154
2,10,4,Boon Rawd Brewery Co Ltd,2021,4.239769531
2,10,4,Thai Beverage PCL,2016,3.020000091
2,10,4,Thai Beverage PCL,2017,2.759999987
2,10,4,Thai Beverage PCL,2018,2.829999966
2,10,4,Thai Beverage PCL,2019,2.932424122
2,10,4,Thai Beverage PCL,2020,3.184961507
2,10,4,Thai Beverage PCL,2021,3.416217372
2,10,4,Bitburger Braugruppe GmbH,2016,0.709999978
2,10,4,Bitburger Braugruppe GmbH,2017,0.770000006
2,10,4,Bitburger Braugruppe GmbH,2018,0.839999994
2,10,4,Bitburger Braugruppe GmbH,2019,0.906385591
2,10,4,Bitburger Braugruppe GmbH,2020,1.005777329
2,10,4,Bitburger Braugruppe GmbH,2021,0.915058204
2,10,4,Moosehead Breweries Ltd,2016,0.586945635
2,10,4,Moosehead Breweries Ltd,2017,0.579999962
2,10,4,Moosehead Breweries Ltd,2018,0.569999991
2,10,4,Moosehead Breweries Ltd,2019,0.53316801
2,10,4,Moosehead Breweries Ltd,2020,0.502888665
2,10,4,Moosehead Breweries Ltd,2021,0.396525205
2,10,4,SABMiller Plc,2016,259.4568014
2,10,4,SABMiller Plc,2017,275.1309775
2,10,4,SABMiller Plc,2018,288.1681999
2,10,4,SABMiller Plc,2019,292.8682599
2,10,4,"Modelo SA de CV, Grupo",2016,70.16769299
2,11,4,Kirin Holdings Co Ltd,2016,471.4644099
2,11,4,Kirin Holdings Co Ltd,2017,430.000374
2,11,4,Kirin Holdings Co Ltd,2018,405.9590387
2,11,4,Kirin Holdings Co Ltd,2019,376.557802
2,11,4,Kirin Holdings Co Ltd,2020,363.7122727
2,11,4,Kirin Holdings Co Ltd,2021,346.3935603
2,11,4,Oettinger Brauerei GmbH,2016,38.69999984
2,11,4,Oettinger Brauerei GmbH,2017,58.89999975
2,11,4,Oettinger Brauerei GmbH,2018,62.23837789
2,11,4,Oettinger Brauerei GmbH,2019,63.94652302
2,11,4,Oettinger Brauerei GmbH,2020,65.43000021
2,11,4,Oettinger Brauerei GmbH,2021,66.99999807
2,11,4,Oetker-Gruppe,2016,20.49500127
2,11,4,Oetker-Gruppe,2017,23.60000154
2,11,4,Oetker-Gruppe,2018,26.38235722
2,11,4,Oetker-Gruppe,2019,28.37888454
2,11,4,Oetker-Gruppe,2020,29.46987153
2,11,4,Oetker-Gruppe,2021,30.32999949
2,11,4,Asahi Group Holdings Ltd,2016,4.869777279
2,11,4,Asahi Group Holdings Ltd,2017,5.227298034
2,11,4,Asahi Group Holdings Ltd,2018,5.119356986
2,11,4,Asahi Group Holdings Ltd,2019,4.979239401
2,11,4,Asahi Group Holdings Ltd,2020,4.914909171
2,11,4,Asahi Group Holdings Ltd,2021,4.507388878
2,11,4,SABMiller Plc,2016,447.0988867
2,11,4,SABMiller Plc,2017,420.1702035
2,11,4,SABMiller Plc,2018,385.1675004
2,11,4,SABMiller Plc,2019,366.1939191
2,11,4,Private Label,2016,2.339999855
2,11,4,Private Label,2017,2.869999768
2,11,4,Private Label,2018,2.961096569
2,11,4,Private Label,2019,3.129912574
2,11,4,Private Label,2020,3.269999893
2,11,4,Private Label,2021,3.440000032
2,12,4,Kirin Holdings Co Ltd,2016,11.59770849
2,12,4,Kirin Holdings Co Ltd,2017,11.1082309
2,12,4,Kirin Holdings Co Ltd,2018,10.20643068
2,12,4,Kirin Holdings Co Ltd,2019,9.921832426
2,12,4,Kirin Holdings Co Ltd,2020,9.428414609
2,12,4,Kirin Holdings Co Ltd,2021,8.971652021
2,12,4,Asahi Group Holdings Ltd,2016,4.169577604
2,12,4,Asahi Group Holdings Ltd,2017,4.100726462
2,12,4,Asahi Group Holdings Ltd,2018,3.907265178
2,12,4,Asahi Group Holdings Ltd,2019,3.573541335
2,12,4,Asahi Group Holdings Ltd,2020,3.422016244
2,12,4,Asahi Group Holdings Ltd,2021,3.236689377
2,12,4,Private Label,2016,6.73999995
2,12,4,Private Label,2017,6.510000192
2,12,4,Private Label,2018,6.370000144
2,12,4,Private Label,2019,6.149980089
2,12,4,Private Label,2020,5.968963167
2,12,4,Private Label,2021,1.625399942
2,7,2,Coopers Brewery Ltd,2016,3.225810802
2,7,2,Coopers Brewery Ltd,2017,3.019999855
2,7,2,Coopers Brewery Ltd,2018,2.989999991
2,7,2,Coopers Brewery Ltd,2019,3.023911812
2,7,2,Coopers Brewery Ltd,2020,3.074956892
2,7,2,Coopers Brewery Ltd,2021,2.854820622
2,7,2,Bitburger Braugruppe GmbH,2016,0.529999998
2,7,2,Bitburger Braugruppe GmbH,2017,1.45999999
2,7,2,Bitburger Braugruppe GmbH,2018,1.849999994
2,7,2,Bitburger Braugruppe GmbH,2019,2.13843603
2,7,2,Bitburger Braugruppe GmbH,2020,2.265376532
2,7,2,Bitburger Braugruppe GmbH,2021,2.401154209
2,6,2,Diageo Plc,2016,7.661019515
2,6,2,Diageo Plc,2017,8.480106213
2,6,2,Diageo Plc,2018,8.5903541
2,6,2,Diageo Plc,2019,8.72106162
2,6,2,Diageo Plc,2020,8.775874384
2,6,2,Diageo Plc,2021,8.857895635
2,6,2,Coopers Brewery Ltd,2016,1.346360982
2,6,2,Coopers Brewery Ltd,2017,1.330000039
2,6,2,Coopers Brewery Ltd,2018,1.320000035
2,6,2,Coopers Brewery Ltd,2019,1.329695338
2,6,2,Coopers Brewery Ltd,2020,1.353091575
2,6,2,Coopers Brewery Ltd,2021,1.380231563
2,6,2,Kirin Holdings Co Ltd,2016,1.375945405
2,6,2,Kirin Holdings Co Ltd,2017,1.310047138
2,6,2,Kirin Holdings Co Ltd,2018,1.335262771
2,6,2,Kirin Holdings Co Ltd,2019,1.302701117
2,6,2,Kirin Holdings Co Ltd,2020,1.288696024
2,6,2,Kirin Holdings Co Ltd,2021,1.276775953
2,6,2,SABMiller Plc,2016,0.294787298
2,6,2,SABMiller Plc,2017,0.259999993
2,6,2,SABMiller Plc,2018,0.250000002
2,6,2,SABMiller Plc,2019,0.238505795
5,9,2,Diageo Plc,2016,0.585095875
5,9,2,Diageo Plc,2017,0.6370452
5,9,2,Diageo Plc,2018,0.608281368
5,9,2,Diageo Plc,2019,0.68209066
5,9,2,Diageo Plc,2020,734.8048456
5,9,2,Diageo Plc,2021,749.9155779
5,9,2,UB Group,2016,238.6915518
5,9,2,UB Group,2017,241.7862273
5,9,2,UB Group,2018,240.864149
5,9,2,UB Group,2019,228.3999933
5,1,3,Diageo Plc,2016,0.585095859
5,1,3,Diageo Plc,2017,0.637045198
5,1,3,Diageo Plc,2018,0.608281379
5,1,3,Diageo Plc,2019,0.682090638
5,1,3,Diageo Plc,2020,0.731443309
5,1,3,Diageo Plc,2021,0.792752416
5,1,3,Golan Brewery Ltd,2016,0.304380801
5,1,3,Golan Brewery Ltd,2017,0.372336132
5,1,3,Golan Brewery Ltd,2018,0.442784166
5,1,3,Golan Brewery Ltd,2019,0.532728392
5,1,3,Golan Brewery Ltd,2020,0.608973967
5,1,3,Golan Brewery Ltd,2021,0.69350236
5,1,3,Jems Brewery Ltd,2016,0.277200006
5,1,3,Jems Brewery Ltd,2017,0.335114773
5,1,3,Jems Brewery Ltd,2018,0.401953653
5,1,3,Jems Brewery Ltd,2019,0.465815626
5,1,3,Jems Brewery Ltd,2020,0.581453024
5,1,3,Jems Brewery Ltd,2021,0.688843562
5,1,3,Malka Beer Ltd,2016,0.264
5,1,3,Malka Beer Ltd,2017,0.335810099
5,1,3,Malka Beer Ltd,2018,0.41511018
5,1,3,Malka Beer Ltd,2019,0.496698438
5,1,3,Malka Beer Ltd,2020,0.573840918
5,1,3,Malka Beer Ltd,2021,0.668877102
5,1,3,Alexander Ltd,2016,0.253708067
5,1,3,Alexander Ltd,2017,0.299579293
5,1,3,Alexander Ltd,2018,0.320338459
5,1,3,Alexander Ltd,2019,0.401384069
5,1,3,Alexander Ltd,2020,0.52114119
5,1,3,Alexander Ltd,2021,0.612305295
5,1,3,Negev Brewery Ltd,2016,0.202920528
5,1,3,Negev Brewery Ltd,2017,0.24533359
5,1,3,Negev Brewery Ltd,2018,0.288081914
5,1,3,Negev Brewery Ltd,2019,0.334048972
5,1,3,Negev Brewery Ltd,2020,0.395247533
5,1,3,Negev Brewery Ltd,2021,0.459229041
5,1,3,"Dancing Camel Brewing Co Ltd, The",2016,0.158400003
5,1,3,"Dancing Camel Brewing Co Ltd, The",2017,0.194737164
5,1,3,"Dancing Camel Brewing Co Ltd, The",2018,0.22184576
5,1,3,"Dancing Camel Brewing Co Ltd, The",2019,0.257871418
5,1,3,"Dancing Camel Brewing Co Ltd, The",2020,0.300388131
5,1,3,"Dancing Camel Brewing Co Ltd, The",2021,0.350744504
5,1,3,Duvel Moortgat NV,2016,0.162986394
5,1,3,Duvel Moortgat NV,2017,0.199318249
5,1,3,Duvel Moortgat NV,2018,0.233641237
5,1,3,Duvel Moortgat NV,2019,0.259999983
5,1,3,Duvel Moortgat NV,2020,0.251787314
5,1,3,Duvel Moortgat NV,2021,0.256236499
5,1,3,Birkenhead Brewery,2016,0.048946936
5,1,3,Birkenhead Brewery,2017,0.040000001
5,1,3,Birkenhead Brewery,2018,0.040387568
5,1,3,Birkenhead Brewery,2019,0.063000001
5,1,3,Birkenhead Brewery,2020,0.070000001
5,1,3,Birkenhead Brewery,2021,0.075000004
5,1,3,Signal Hill Products,2021,0.070000001
5,1,3,"Boston Beer Co Inc, The",2016,0.051434656
5,1,3,"Boston Beer Co Inc, The",2017,0.064871477
5,1,3,"Boston Beer Co Inc, The",2018,0.057162708
5,1,3,"Boston Beer Co Inc, The",2019,0.054044908
5,1,3,"Boston Beer Co Inc, The",2020,0.055627434
5,1,3,"Boston Beer Co Inc, The",2021,0.059899438
5,1,3,Mitchell's Breweries,2016,0.028996684
5,1,3,Mitchell's Breweries,2017,0.035999999
5,1,3,Mitchell's Breweries,2018,0.049021141
5,1,3,Mitchell's Breweries,2019,0.051461831
5,1,3,Mitchell's Breweries,2020,0.039999998
5,1,3,Mitchell's Breweries,2021,0.039999999
5,1,3,Devils Peak Brewing,2016,0.01
5,1,3,Devils Peak Brewing,2017,0.01
5,1,3,Devils Peak Brewing,2018,0.020120617
5,1,3,Devils Peak Brewing,2019,0.025741067
5,1,3,Devils Peak Brewing,2020,0.039999998
5,5,3,Diageo Plc,2020,218.1084233
5,5,3,Diageo Plc,2021,209.4300002
5,5,3,UB Group,2016,238.6915473
5,5,3,UB Group,2017,241.786222
5,5,3,UB Group,2018,240.864158
5,5,3,UB Group,2019,228.399992
5,2,3,Paulaner Brauerei GmbH & Co KG,2016,0.521679822
5,2,3,Paulaner Brauerei GmbH & Co KG,2017,0.573559601
5,2,3,Paulaner Brauerei GmbH & Co KG,2018,0.631403027
5,2,3,Paulaner Brauerei GmbH & Co KG,2019,0.706091846
5,2,3,Paulaner Brauerei GmbH & Co KG,2020,0.769598593
5,2,3,Paulaner Brauerei GmbH & Co KG,2021,0.835691951
5,2,3,"Bavarian State Brewery, The",2016,0.519881005
5,2,3,"Bavarian State Brewery, The",2017,0.571595366
5,2,3,"Bavarian State Brewery, The",2018,0.631190292
5,2,3,"Bavarian State Brewery, The",2019,0.698879794
5,2,3,"Bavarian State Brewery, The",2020,0.761928191
5,2,3,"Bavarian State Brewery, The",2021,0.830372607
5,8,2,Diageo Plc,2016,468.1400067
5,8,2,Diageo Plc,2017,421.6531424
5,8,2,Diageo Plc,2018,424.2846234
5,8,2,Diageo Plc,2019,417.568311
5,8,2,Diageo Plc,2020,425.2484916
5,8,2,Diageo Plc,2021,460.9599104
5,8,2,Castel Groupe,2016,240.161799
5,8,2,Castel Groupe,2017,238.1018501
5,8,2,Castel Groupe,2018,244.6757219
5,8,2,Castel Groupe,2019,242.5881127
5,8,2,Castel Groupe,2020,247.4523509
5,8,2,Castel Groupe,2021,257.630571
5,8,2,SociÃ©tÃ© Frigorifique et Brasserie de Tunis,2016,115.3351674
5,8,2,SociÃ©tÃ© Frigorifique et Brasserie de Tunis,2017,121.3534098
5,8,2,SociÃ©tÃ© Frigorifique et Brasserie de Tunis,2018,127.8253997
5,8,2,SociÃ©tÃ© Frigorifique et Brasserie de Tunis,2019,134.7899869
5,8,2,SociÃ©tÃ© Frigorifique et Brasserie de Tunis,2020,131.7500114
5,8,2,SociÃ©tÃ© Frigorifique et Brasserie de Tunis,2021,137.9824033
5,8,2,Namibia Breweries Ltd,2016,57.01207128
5,8,2,Namibia Breweries Ltd,2017,70.73645086
5,8,2,Namibia Breweries Ltd,2018,102.0589183
5,8,2,Namibia Breweries Ltd,2019,112.4107825
5,8,2,Namibia Breweries Ltd,2020,142.2049759
5,8,2,Namibia Breweries Ltd,2021,136.8539298
5,8,2,Carlsberg A/S,2016,42.82267472
5,8,2,Carlsberg A/S,2017,44.43832448
5,8,2,Carlsberg A/S,2018,44.31345966
5,8,2,Carlsberg A/S,2019,43.78872499
5,8,2,Carlsberg A/S,2020,43.79841472
5,8,2,Carlsberg A/S,2021,43.57543241
5,8,2,Union Camerounaise de Brasseries,2016,22.19999938
5,8,2,Union Camerounaise de Brasseries,2017,23.80580404
5,8,2,Union Camerounaise de Brasseries,2018,25.17651052
5,8,2,Union Camerounaise de Brasseries,2019,25.20000072
5,8,2,Union Camerounaise de Brasseries,2020,26.39626892
5,8,2,Union Camerounaise de Brasseries,2021,27.71713331
5,8,2,Tempo Beer Industries Ltd,2016,21.98161823
5,8,2,Tempo Beer Industries Ltd,2017,24.39495485
5,8,2,Tempo Beer Industries Ltd,2018,25.39316249
5,8,2,Tempo Beer Industries Ltd,2019,27.28953293
5,8,2,Tempo Beer Industries Ltd,2020,26.84267012
5,8,2,Tempo Beer Industries Ltd,2021,26.42526244
5,8,2,Dragonyte Brewery,2020,17.62920346
5,8,2,Dragonyte Brewery,2021,18.02956068
5,8,2,SociÃ©tÃ© nouvelle de Brasserie (SONOBRA),2018,10.19998932
5,8,2,SociÃ©tÃ© nouvelle de Brasserie (SONOBRA),2019,14.42999971
5,8,2,SociÃ©tÃ© nouvelle de Brasserie (SONOBRA),2020,13.83999953
5,8,2,SociÃ©tÃ© nouvelle de Brasserie (SONOBRA),2021,14.45488849
5,8,2,SABMiller Plc,2016,2745.131015
5,8,2,SABMiller Plc,2017,2816.987077
5,8,2,SABMiller Plc,2018,2904.608574
5,8,2,SABMiller Plc,2019,2971.576291
5,3,3,SociÃ©tÃ© Frigorifique et Brasserie de Tunis,2020,0.649999963
5,3,3,SociÃ©tÃ© Frigorifique et Brasserie de Tunis,2021,0.680706054
5,3,3,Tempo Beer Industries Ltd,2016,0.404256044
5,3,3,Tempo Beer Industries Ltd,2017,0.428139901
5,3,3,Tempo Beer Industries Ltd,2018,0.449212265
5,3,3,Tempo Beer Industries Ltd,2019,0.472361075
